codigo;descripcion;linea;sublinea;grupo;categoria;regla_aplicada;confianza;precio_prueba_cop
HDM-76-102;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 3/8"" DE 5/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;162600
HDM-76-103;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 3/8"" DE 3/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;22400
HDM-76-104;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 3/8"" DE 7/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;363800
HDM-76-105;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 3/8"" DE 1/2""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;339000
HDM-76-106;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 3/8"" DE 9/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;57000
HDM-76-107;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 3/8"" DE 5/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;14700
HDM-76-109;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 3/8"" DE 3/4""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;347400
HDM-76-115;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 6MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;416400
HDM-76-116;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 7MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;417700
HDM-76-117;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 8MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;281600
HDM-76-118;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 9MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;208500
HDM-76-119;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 10MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;255900
HDM-76-120;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 11MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;257400
HDM-76-121;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 12MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;262500
HDM-76-122;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 13MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;14300
HDM-76-123;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 14MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;105200
HDM-76-124;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 15MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;431500
HDM-76-125;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 16MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;26600
HDM-76-126;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 17MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;367300
HDM-76-127;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 18MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;205800
HDM-76-128;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 3/8"" DE 19MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;243800
HDM-76-150;"DADO LARGO MÉTRICO DE 6PT MANDO DE 3/8"" DE 10MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;139800
HDM-76-152;"DADO LARGO MÉTRICO DE 6PT MANDO DE 3/8"" DE 12MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;96500
HDM-76-153;"DADO LARGO MÉTRICO DE 6PT MANDO DE 3/8"" DE 13MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;360500
HDM-76-154;"DADO LARGO MÉTRICO DE 6PT MANDO DE 3/8"" DE 14MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;79200
HDM-76-155;"DADO LARGO MÉTRICO DE 6PT MANDO DE 3/8"" DE 15MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;214200
HDM-76-157;"DADO LARGO MÉTRICO DE 6PT MANDO DE 3/8"" DE 17MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;56400
HDM-76-159;"DADO LARGO MÉTRICO DE 6PT MANDO DE 3/8"" DE 19MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;94400
HDM-76-185;"DADO CON PUNTA HEXAGONAL MÉTRICO MANDO 3/8"" 5MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;194700
HDM-76-186;"DADO CON PUNTA HEXAGONAL MÉTRICO MANDO 3/8"" 6MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;259500
HDM-76-194;"DADO CON PUNTA TORX MANDO 3/8"" T-25";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;165600
HDM-76-197;"DADO CON PUNTA TORX MANDO 3/8"" T-40";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;338700
HDM-76-201;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 5/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;208000
HDM-76-202;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 3/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;180300
HDM-76-203;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 7/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;66500
HDM-76-204;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 1/2""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;344700
HDM-76-205;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 9/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;316600
HDM-76-207;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 5/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;385200
HDM-76-208;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 11/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;416600
HDM-76-209;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 3/4""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;307700
HDM-76-210;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 13/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;282900
HDM-76-211;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 7/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;286900
HDM-76-212;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 15/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;292800
HDM-76-214;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 1""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;441600
HDM-76-215;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 1-1/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;15100
HDM-76-216;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 1-1/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;377700
HDM-76-218;"DADO ESTÁNDAR SAE DE 6PT MANDO DE 1/2"" DE 1-1/4""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;209100
HDM-76-242;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 3/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;28000
HDM-76-243;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 7/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;164800
HDM-76-244;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 1/2""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;155300
HDM-76-245;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 9/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;21300
HDM-76-247;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 11/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;121900
HDM-76-248;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 3/4""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;173800
HDM-76-250;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 13/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;320700
HDM-76-251;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 7/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;312800
HDM-76-252;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 15/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;116000
HDM-76-254;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 1-1/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;124200
HDM-76-255;"DADO ESTÁNDAR SAE DE 12PT MANDO DE 1/2"" DE 1-1/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;189100
HDM-76-300;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 8MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;80300
HDM-76-301;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 9MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;379700
HDM-76-302;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 10MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;109500
HDM-76-303;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 11MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;46000
HDM-76-304;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 12MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;436000
HDM-76-305;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 13MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;421600
HDM-76-306;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 14MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;175800
HDM-76-307;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 15MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;325200
HDM-76-308;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 16MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;367500
HDM-76-309;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 17MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;220200
HDM-76-310;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 18MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;111100
HDM-76-311;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 19MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;268900
HDM-76-312;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 20MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;68200
HDM-76-313;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 21MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;365100
HDM-76-314;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 22MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;81900
HDM-76-315;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 23MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;396700
HDM-76-316;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 24MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;132400
HDM-76-317;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 25MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;55000
HDM-76-318;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 26MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;216800
HDM-76-319;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 27MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;327900
HDM-76-320;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 28MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;109800
HDM-76-321;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 29MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;159700
HDM-76-322;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 30MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;177100
HDM-76-324;"DADO ESTÁNDAR MÉTRICO DE 6PT MANDO DE 1/2"" DE 32MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;85100
HDM-76-400;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 8MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;278300
HDM-76-401;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 9MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;35000
HDM-76-402;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 10MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;158300
HDM-76-403;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 11MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;241100
HDM-76-404;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 12MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;382600
HDM-76-405;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 13MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;180500
HDM-76-406;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 14MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;277800
HDM-76-407;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 15MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;288000
HDM-76-408;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 16MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;364500
HDM-76-409;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 17MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;292300
HDM-76-410;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 18MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;80400
HDM-76-411;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 19MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;427200
HDM-76-413;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 21MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;60200
HDM-76-414;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 22MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;60300
HDM-76-415;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 23MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;309600
HDM-76-416;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 24MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;15700
HDM-76-422;"DADO ESTÁNDAR MÉTRICO DE 12PT MANDO DE 1/2"" DE 30MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;266200
HDM-76-450;"DADO LARGO SAE DE 12PT MANDO DE 1/2"" DE 1/2""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;447600
HDM-76-451;"DADO LARGO SAE DE 12PT MANDO DE 1/2"" DE 9/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;83500
HDM-76-452;"DADO LARGO SAE DE 12PT MANDO DE 1/2"" DE 5/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;307900
HDM-76-453;"DADO LARGO SAE DE 12PT MANDO DE 1/2"" DE 11/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;398600
HDM-76-454;"DADO LARGO SAE DE 12PT MANDO DE 1/2"" DE 3/4""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;379400
HDM-76-456;"DADO LARGO SAE DE 12PT MANDO DE 1/2"" DE 7/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;227700
HDM-76-460;"DADO LARGO MÉTRICO DE 12PT MANDO DE 1/2"" DE 10MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;418800
HDM-76-462;"DADO LARGO MÉTRICO DE 12PT MANDO DE 1/2"" DE 12MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;375000
HDM-76-463;"DADO LARGO MÉTRICO DE 12PT MANDO DE 1/2"" DE 13MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;211400
HDM-76-464;"DADO LARGO MÉTRICO DE 12PT MANDO DE 1/2"" DE 14MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;194800
HDM-76-466;"DADO LARGO MÉTRICO DE 12PT MANDO DE 1/2"" DE 16MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;429800
HDM-76-467;"DADO LARGO MÉTRICO DE 12PT MANDO DE 1/2"" DE 17MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;326500
HDM-76-468;"DADO LARGO MÉTRICO DE 12PT MANDO DE 1/2"" DE 18MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;319600
HDM-76-469;"DADO LARGO MÉTRICO DE 12PT MANDO DE 1/2"" DE 19MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;338800
HDM-76-480;"DADO PARA BUJÍAS 6 PT MANDO 1/2"" X 5/8""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramienta Automotriz;automotriz;alta;505700
HDM-76-481;"DADO PARA BUJÍAS 6 PT MANDO 1/2"" X 13/16""";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramienta Automotriz;automotriz;alta;641900
HDM-76-490;"DADO TORX HEMBRA MANDO 1/2"" E-10";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;117600
HDM-76-491;"DADO TORX HEMBRA MANDO 1/2"" E-11";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;133600
HDM-76-492;"DADO TORX HEMBRA MANDO 1/2"" E-12";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;133300
HDM-76-493;"DADO TORX HEMBRA MANDO 1/2"" E-14";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;422500
HDM-76-494;"DADO TORX HEMBRA MANDO 1/2"" E-16";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;220900
HDM-76-495;"DADO TORX HEMBRA MANDO 1/2"" E-18";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;50500
HDM-76-496;"DADO TORX HEMBRA MANDO 1/2"" E-20";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;182500
HDM-76-500;"DADO DE PUNTA HEXAGONAL MÉTRICO MANDO 1/2"" 6MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;23800
HDM-76-501;"DADO DE PUNTA HEXAGONAL MÉTRICO MANDO 1/2"" 8MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;142300
HDM-76-502;"DADO DE PUNTA HEXAGONAL MÉTRICO MANDO 1/2"" 10MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;282700
HDM-76-503;"DADO DE PUNTA HEXAGONAL MÉTRICO MANDO 1/2"" 12MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;21700
HDM-76-504;"DADO DE PUNTA HEXAGONAL MÉTRICO MANDO 1/2"" 14MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;73800
HDM-76-505;"DADO DE PUNTA HEXAGONAL MÉTRICO MANDO 1/2"" 17MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;125000
HDM-76-506;"DADO DE PUNTA HEXAGONAL MÉTRICO MANDO 1/2"" 19MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;82900
HDM-76-510;"DADO DE PUNTA HEXAGONAL LARGO MÉTRICO MANDO 1/2"" 5MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;318700
HDM-76-511;"DADO DE PUNTA HEXAGONAL LARGO MÉTRICO MANDO 1/2"" 6MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;376900
HDM-76-512;"DADO DE PUNTA HEXAGONAL LARGO MÉTRICO MANDO 1/2"" 7MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;413400
HDM-76-513;"DADO DE PUNTA HEXAGONAL LARGO MÉTRICO MANDO 1/2"" 8MM";HERRAMIENTA MECANICA;DADOS;GRUPO NIKATTO;Herramientas Mecánicas;mecanica;alta;83700
