codigo;descripcion;linea;sublinea;grupo;categoria;regla_aplicada;confianza;precio_prueba_cop
T302082;TORNILLO HEXG-2 ZINC UNC 1/4 X 1 1/4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;15400
T302083;TORNILLO HEXG-2 ZINC UNC 1/4 X 1 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;12500
T302085;TORNILLO HEXG-2 ZINC UNC 1/4 X 2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17200
T302085RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;24000
T302087;TORNILLO HEXG-2 ZINC UNC 1/4 X 2 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;13900
T302090;TORNILLO HEXG-2 ZINC UNC 1/4 X 3;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;3600
T302090RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 3 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17600
T302091;TORNILLO HEXG-2 ZINC UNC 1/4 X 3 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;10600
T302091RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 3 1/2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;11900
T302092;TORNILLO HEXG-2 ZINC UNC 1/4 X 4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;4400
T302093;TORNILLO HEXG-2 ZINC UNC 1/4 X 4 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;7000
T302093RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 4 1/2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;18000
T302094;TORNILLO HEXG-2 ZINC UNC 1/4 X 5;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;1500
T302094RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 5 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17600
T302095;TORNILLO HEXG-2 ZINC UNC 1/4 X 5 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;12800
T302095RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 5 1/2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;16000
T302097;TORNILLO HEXG-2 ZINC UNC 1/4 X 6;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17600
T302097RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 6 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17100
T302099RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 7 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;5500
T302101RP;TORNILLO HEXG-2 ZINC UNC 1/4 X 8 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;20500
T302106;TORNILLO HEXG-2 ZINC UNC 5/16 X 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;7500
T302108;TORNILLO HEXG-2 ZINC UNC 5/16 X 3/4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;16100
T302110;TORNILLO HEXG-2 ZINC UNC 5/16 X 1;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;1900
T302111;TORNILLO HEXG-2 ZINC UNC 5/16 X 1 1/4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;21200
T302112;TORNILLO HEXG-2 ZINC UNC 5/16 X 1 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;5300
T302114;TORNILLO HEXG-2 ZINC UNC 5/16 X 2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17300
T302116;TORNILLO HEXG-2 ZINC UNC 5/16 X 2 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;1300
T302116RP;TORNILLO HEXG-2 ZINC UNC 5/16 X 2 1/2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;10700
T302118;TORNILLO HEXG-2 ZINC UNC 5/16 X 3;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;7800
T302119;TORNILLO HEXG-2 ZINC UNC 5/16 X 3 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;7400
T302120;TORNILLO HEXG-2 ZINC UNC 5/16 X 4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;8600
T302120RP;TORNILLO HEXG-2 ZINC UNC 5/16 X 4 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;5600
T302121;TORNILLO HEXG-2 ZINC UNC 5/16 X 4 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;13600
T302121RP;TORNILLO HEXG-2 ZINC UNC 5/16 X 4 1/2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;11600
T302122;TORNILLO HEXG-2 ZINC UNC 5/16 X 5;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;10000
T302122RP;TORNILLO HEXG-2 ZINC UNC 5/16 X 5 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;21200
T302123;TORNILLO HEXG-2 ZINC UNC 5/16 X 5 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;6000
T302123RP;TORNILLO HEXG-2 ZINC UNC 5/16 X 5 1/2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;13700
T302124;TORNILLO HEXG-2 ZINC UNC 5/16 X 6;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;4900
T302124RP;TORNILLO HEXG-2 ZINC UNC 5/16 X 6 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;22800
T302125;TORNILLO HEXG-1 ZINC UNC 5/16 X 7;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;9400
T302126;TORNILLO HEXG-1 ZINC UNC 5/16 X 8;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;12800
T302136;TORNILLO HEXG-2 ZINC UNC 3/8 X 3/4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;4200
T302138;TORNILLO HEXG-2 ZINC UNC 3/8 X 1;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;22900
T302139;TORNILLO HEXG-2 ZINC UNC 3/8 X 1 1/4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17900
T302140;TORNILLO HEXG-2 ZINC UNC 3/8 X 1 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;13900
T302142;TORNILLO HEXG-2 ZINC UNC 3/8 X 2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;19900
T302144;TORNILLO HEXG-2 ZINC UNC 3/8 X 2 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;24100
T302146;TORNILLO HEXG-2 ZINC UNC 3/8 X 3;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;20500
T302146RP;TORNILLO HEXG-2 ZINC UNC 3/8 X 3 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;11800
T302147;TORNILLO HEXG-2 ZINC UNC 3/8 X 3 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;23200
T302148;TORNILLO HEXG-2 ZINC UNC 3/8 X 4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17700
T302148RP;TORNILLO HEXG-2 ZINC UNC 3/8 X 4 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;10400
T302149;TORNILLO HEXG-2 ZINC UNC 3/8 X 4 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;8400
T302150;TORNILLO HEXG-2 ZINC UNC 3/8 X 5;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;20900
T302151;TORNILLO HEXG-2 ZINC UNC 3/8 X 5 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;7500
T302151RP;TORNILLO HEXG-2 ZINC UNC 3/8 X 5 1/2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;20000
T302152;TORNILLO HEXG-2 ZINC UNC 3/8 X 6;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;6600
T302152RP;TORNILLO HEXG-2 ZINC UNC 3/8 X 6 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;22900
T302154;TORNILLO HEXG-1 ZINC UNC 3/8 X 7;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;15800
T302155;TORNILLO HEXG-1 ZINC UNC 3/8 X 8;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;13300
T302156;TORNILLO HEXG-1 ZINC UNC 3/8 X 9;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;18200
T302157;TORNILLO HEXG-1 ZINC UNC 3/8 X 10;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;10100
T302158;TORNILLO HEXG-1 ZINC UNC 3/8 X 11;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;22100
T302159;TORNILLO HEXG-1 ZINC UNC 3/8 X 12;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;5000
T302160;TORNILLO HEXG-1 ZINC UNC 3/8 X 14;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;24200
T302169;TORNILLO HEXG-2 ZINC UNC 7/16 X 1;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;17600
T302170;TORNILLO HEXG-2 ZINC UNC 7/16 X 1 1/4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;13500
T302171;TORNILLO HEXG-2 ZINC UNC 7/16 X 1 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;15300
T302173;TORNILLO HEXG-2 ZINC UNC 7/16 X 2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;14900
T302175;TORNILLO HEXG-2 ZINC UNC 7/16 X 2 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;900
T302176;TORNILLO HEXG-2 ZINC UNC 7/16 X 3;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;11600
T302177;TORNILLO HEXG-2 ZINC UNC 7/16 X 3 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;10600
T302178;TORNILLO HEXG-2 ZINC UNC 7/16 X 4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;2900
T302178RP;TORNILLO HEXG-2 ZINC UNC 7/16 X 4 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;24900
T302179;TORNILLO HEXG-2 ZINC UNC 7/16 X 4 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;700
T302179RP;TORNILLO HEXG-2 ZINC UNC 7/16 X 4 1/2 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;2200
T302180;TORNILLO HEXG-2 ZINC UNC 7/16 X 5;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;21500
T302180RP;TORNILLO HEXG-2 ZINC UNC 7/16 X 5 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;2900
T302182RP;TORNILLO HEXG-2 ZINC UNC 7/16 X 6 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;2100
T302184RP;TORNILLO HEXG-2 ZINC UNC 7/16 X 7 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;19900
T302186RP;TORNILLO HEXG-2 ZINC UNC 7/16 X 8 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;5600
T302196;TORNILLO HEXG-2 ZINC UNC 1/2 X 3/4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;9100
T302198;TORNILLO HEXG-2 ZINC UNC 1/2 X 1;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;9500
T302199;TORNILLO HEXG-2 ZINC UNC 1/2 X 1 1/4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;24000
T302200;TORNILLO HEXG-2 ZINC UNC 1/2 X 1 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;6800
T302202;TORNILLO HEXG-2 ZINC UNC 1/2 X 2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;10200
T302204;TORNILLO HEXG-2 ZINC UNC 1/2 X 2 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;21400
T302206;TORNILLO HEXG-2 ZINC UNC 1/2 X 3;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;20000
T302207;TORNILLO HEXG-2 ZINC UNC 1/2 X 3 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;9900
T302208;TORNILLO HEXG-2 ZINC UNC 1/2 X 4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;1100
T302209;TORNILLO HEXG-2 ZINC UNC 1/2 X 4 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;19900
T302210;TORNILLO HEXG-2 ZINC UNC 1/2 X 5;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;23900
T302210RP;TORNILLO HEXG-2 ZINC UNC 1/2 X 5 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;2200
T302211;TORNILLO HEXG-2 ZINC UNC 1/2 X 5 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;18500
T302212;TORNILLO HEXG-2 ZINC UNC 1/2 X 6;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;8400
T302212RP;TORNILLO HEXG-2 ZINC UNC 1/2 X 6 ROSCA PARCIAL;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;21500
T302214;TORNILLO HEXG-1 ZINC UNC 1/2 X 7;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;5600
T302216;TORNILLO HEXG-1 ZINC UNC 1/2 X 8;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;20000
T302218;TORNILLO HEXG-1 ZINC UNC 1/2 X 9;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;18100
T302219;TORNILLO HEXG-1 ZINC UNC 1/2 X 10;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;22000
T302220;TORNILLO HEXG-1 ZINC UNC 1/2 X 11;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;3100
T302221;TORNILLO HEXG-1 ZINC UNC 1/2 X 12;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;13200
T302222;TORNILLO HEXG-1 ZINC UNC 1/2 X 14;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;10900
T302223;TORNILLO HEXG-1 ZINC UNC 1/2 X 16;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;5300
T302224;TORNILLO HEXG-1 ZINC UNC 1/2 X 18;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;9100
T302225;TORNILLO HEXG-1 ZINC UNC 1/2 X 20;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;1500
T302232;TORNILLO HEXG-2 ZINC UNC 9/16 X 1 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;7800
T302233;TORNILLO HEXG-2 ZINC UNC 9/16 X 2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;14800
T302234;TORNILLO HEXG-2 ZINC UNC 9/16 X 2 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;9600
T302235;TORNILLO HEXG-2 ZINC UNC 9/16 X 3;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;9600
T302255;TORNILLO HEXG-2 ZINC UNC 5/8 X 1;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;10300
T302256;TORNILLO HEXG-2 ZINC UNC 5/8 X 1 1/4;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;16900
T302257;TORNILLO HEXG-2 ZINC UNC 5/8 X 1 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;16100
T302259;TORNILLO HEXG-2 ZINC UNC 5/8 X 2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;24700
T302261;TORNILLO HEXG-2 ZINC UNC 5/8 X 2 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;1400
T302263;TORNILLO HEXG-2 ZINC UNC 5/8 X 3;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;20300
T302265;TORNILLO HEXG-2 ZINC UNC 5/8 X 3 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;15500
T302267;TORNILLO HEXG-2 ZINC UNC 5/8 X 4;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;5400
T302269;TORNILLO HEXG-2 ZINC UNC 5/8 X 4 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;15300
T302270;TORNILLO HEXG-2 ZINC UNC 5/8 X 5;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;11700
T302271;TORNILLO HEXG-2 ZINC UNC 5/8 X 5 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;9300
T302272;TORNILLO HEXG-2 ZINC UNC 5/8 X 6;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;5000
T302274;TORNILLO HEXG-2 ZINC UNC 5/8 X 7;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;16400
T302276;TORNILLO HEXG-2 ZINC UNC 5/8 X 8;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;14400
T302277;TORNILLO HEXG-2 ZINC UNC 5/8 X 9;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;17900
T302278;TORNILLO HEXG-2 ZINC UNC 5/8 X 10;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;4500
T302279;TORNILLO HEXG-2 ZINC UNC 5/8 X 11;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;19200
T302280;TORNILLO HEXG-2 ZINC UNC 5/8 X 12;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;16400
T302281;TORNILLO HEXG-1 ZINC UNC 5/8 X 14;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;6200
T302282;TORNILLO HEXG-1 ZINC UNC 5/8 X 16;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;13800
T302283;TORNILLO HEXG-1 ZINC UNC 5/8 X 18;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;15400
T302284;TORNILLO HEXG-1 ZINC UNC 5/8 X 20;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;7900
T302295;TORNILLO HEXG-2 ZINC UNC 3/4 X 1 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;18500
T302297;TORNILLO HEXG-2 ZINC UNC 3/4 X 2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;18600
T302299;TORNILLO HEXG-2 ZINC UNC 3/4 X 2 1/2;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;13600
T302301;TORNILLO HEXG-2 ZINC UNC 3/4 X 3;TORNILLO HEX  G-2 ZINCADO UNC;GRADO 2;TORNILLERIA;Tornillería;tornilleria;alta;23200
T302303;TORNILLO HEXG-2 ZINC UNC 3/4 X 3 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;13200
T302305;TORNILLO HEXG-2 ZINC UNC 3/4 X 4;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;17400
T302306;TORNILLO HEXG-2 ZINC UNC 3/4 X 4 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;12900
T302307;TORNILLO HEXG-2 ZINC UNC 3/4 X 5;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;8900
T302308;TORNILLO HEXG-2 ZINC UNC 3/4 X 5 1/2;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;22500
T302309;TORNILLO HEXG-2 ZINC UNC 3/4 X 6;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;3200
T302311;TORNILLO HEXG-2 ZINC UNC 3/4 X 7;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;7700
T302313;TORNILLO HEXG-2 ZINC UNC 3/4 X 8;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;12700
T302315;TORNILLO HEXG-2 ZINC UNC 3/4 X 9;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;20500
T302317;TORNILLO HEXG-2 ZINC UNC 3/4 X 10;TORNILLO HEX  G-2 ZINCADO UNC;VARIOS;TORNILLERIA;Tornillería;tornilleria;alta;2800
